韻,小韻,切韻,王韻,廣韻,切韻校,上字擬音,下字擬音,小韻擬音
暮,厝,……,倉故,倉故,倉顧,ʦʰɑ̄ɴ,qɔ̀,ʦʰɔ̀
暮,袴,……,苦故,苦故,苦顧,qʰɔ́,qɔ̀,qʰɔ̀
暮,捕,……,薄故,薄故,泊顧,bɑ̇q,qɔ̀,bɔ̀
泰,泰,他盖,他盖,他蓋,他盖,tʰɑ̄,qɑ̀i,tʰɑ̀i
泰,盖,……,古太,古太,古泰,qɔ́,tʰɑ̀i,qɑ̀i
泰,艾,……,五盖,五蓋,五盖,ɴɔ́,qɑ̀i,ɴɑ̀i
泰,藹,……,於盖,於蓋,於盖,ʔɯʌ̄,qɑ̀i,ʔɑ̀i
泰,㮏,……,奴帶,奴帶,奴帶,nɔ̄,tɑ̀i,nɑ̀i
泰,大,……,徒盖,徒蓋,徒盖,dɔ̄,qɑ̀i,dɑ̀i
泰,害,……,胡盖,胡蓋,胡盖,ʁɔ̄,qɑ̀i,ʁɑ̀i
泰,帶,……,都盖,當蓋,都盖,tɔ̄,qɑ̀i,tɑ̀i
泰,貝,……,博盖,博蓋,博盖,pɑ̇q,qɑ̀i,pɑ̀i
泰,霈,……,普盖,普蓋,普盖,pʰɔ́,qɑ̀i,pʰɑ̀i
泰,會,……,黄帶,黃外,黃帶,ʁʷɑ̄ɴ,tɑ̀i,ʁʷɑ̀i
泰,兊,……,杜會,杜外,杜會,dɔ́,ʁʷɑ̀i,dʷɑ̀i
泰,儈,……,古兊,古外,古兊,qɔ́,dʷɑ̀i,qʷɑ̀i
泰,最,……,作會,祖外,作會,ʦɑ̇q,ʁʷɑ̀i,ʦʷɑ̀i
泰,𧬨,……,虎外,呼會,虎外,xɔ́,ɴʷɑ̀i,xʷɑ̀i
泰,濊,……,烏鱠,烏外,烏儈,ʔɔ̄,qʷɑ̀i,ʔʷɑ̀i
泰,𥢶,……,苦會,苦會,苦會,qʰɔ́,ʁʷɑ̀i,qʰʷɑ̀i
泰,酹,……,郎外,郎外,郎外,lɑ̄ɴ,ɴʷɑ̀i,lʷɑ̀i
泰,外,……,吾會,五會,吾會,ɴɔ̄,ʁʷɑ̀i,ɴʷɑ̀i
泰,祋,……,丁外,丁外,丁外,tɛ̄ŋ,ɴʷɑ̀i,tʷɑ̀i
泰,懀,……,烏外,烏外,烏外,ʔɔ̄,ɴʷɑ̀i,ʔʷɑ̀i
泰,蕞,……,在外,才外,在外,ʣʌ́i,ɴʷɑ̀i,ʣʷɑ̀i
泰,襊,……,七會,麤最,七會,ʦʰi̇t,ʁʷɑ̀i,ʦʰʷɑ̀i
泰,旆,……,薄盖,蒲蓋,泊盖,bɑ̇q,qɑ̀i,bɑ̀i
泰,𥕤,……,苦盖,苦蓋,苦盖,qʰɔ́,qɑ̀i,qʰɑ̀i
泰,蔡,……,七盖,倉大,七盖,ʦʰi̇t,qɑ̀i,ʦʰɑ̀i
泰,賴,……,落盖,落蓋,落盖,lɑ̇q,qɑ̀i,lɑ̀i
泰,餀,……,海盖,呼艾,海盖,xʌ́i,qɑ̀i,xɑ̀i
泰,娧,……,他外,他外,他外,tʰɑ̄,ɴʷɑ̀i,tʰʷɑ̀i
泰,眛,／,忘艾,莫貝,亡艾,muɑ̄ɴ,ɴɑ̀i,mɑ̀i
霽,霽,子計,子計,子計,子計,ʦɯ́,qɛ̀i,ʦɛ̀i
霽,帝,……,都計,都計,都計,tɔ̄,qɛ̀i,tɛ̀i
霽,嚌,……,在詣,在詣,在詣,ʣʌ́i,ɴɛ̀i,ʣɛ̀i
霽,替,……,他計,他計,他計,tʰɑ̄,qɛ̀i,tʰɛ̀i
霽,第,……,特計,特計,特計,dʌ̇k,qɛ̀i,dɛ̀i
霽,砌,……,七計,七計,七計,ʦʰi̇t,qɛ̀i,ʦʰɛ̀i
霽,細,蘇計,蘇計,蘇計,蘇計,sɔ̄,qɛ̀i,sɛ̀i
霽,詣,…計,五計,五計,五計,ɴɔ́,qɛ̀i,ɴɛ̀i
霽,計,五*詣,古詣,古詣,古詣,qɔ́,ɴɛ̀i,qɛ̀i
霽,蒵,胡計,胡計,胡計,胡計,ʁɔ̄,qɛ̀i,ʁɛ̀i
霽,契,苦計,苦計,苦計,苦計,qʰɔ́,qɛ̀i,qʰɛ̀i
霽,翳,於計,於計,於計,於計,ʔɯʌ̄,qɛ̀i,ʔɛ̀i
霽,謎,莫計,莫計,莫計,莫計,mɑ̇q,qɛ̀i,mɛ̀i
霽,閉,愽計,博計,博計,博計,pɑ̇q,qɛ̀i,pɛ̀i
霽,慧,胡桂,胡桂,胡桂,胡桂,ʁɔ̄,qʷɛ̀i,ʁʷɛ̀i
霽,桂,古恵,古惠,古惠,古慧,qɔ́,ʁʷɛ̀i,qʷɛ̀i
霽,嘒,虎恵,虎惠,呼惠,虎慧,xɔ́,ʁʷɛ̀i,xʷɛ̀i
霽,媲,疋諸*,匹計,匹詣,疋詣,pʰʴi̇t,ɴɛ̀i,pʰɛ̀i
霽,薜,薄計,薄計,蒲計,泊計,bɑ̇q,qɛ̀i,bɛ̀i
霽,麗,魯帝,魯帝,郎計,魯帝,lɔ́,tɛ̀i,lɛ̀i
霽,𬈿,泥戾,奴細,奴計,泥麗,nɛ̄i,lɛ̀i,nɛ̀i
霽,㰥,／,呼計,呼計,呼計,xɔ̄,qɛ̀i,xɛ̀i
祭,祭,子例,子例,子例,子例,ʦɯ́,lʴiɛ̀i,ʦiɛ̀i
祭,嵗,相苪,相芮,相𨦣,相苪,sɯɑ̄ɴ,ɲyɛ̀i,syɛ̀i
祭,衛,羽翽,爲劌,于歲,羽嵗,ɦuɔ́,syɛ̀i,ɦʴyɛ̀i
祭,苪,而說,而𨦣,而𨦣,而稅,ɲɯ̄,çyɛ̀i,ɲyɛ̀i
祭,贅,…苪,之芮,之芮,之苪,cɯ̄,ɲyɛ̀i,cyɛ̀i
祭,𠻜,山苪,山芮,山芮,山苪,ʂɛ̄n,ɲyɛ̀i,ʂyɛ̀i
祭,毳,此苪,此芮,此芮,此苪,ʦʰiɛ́,ɲyɛ̀i,ʦʰyɛ̀i
祭,𨦣,以苪,以芮,以芮,以苪,ʝɯ́,ɲyɛ̀i,ʝyɛ̀i
祭,㲊,／,／,／,／,／,／,ɦyɛ̀i
祭,綴,……,陟衛,陟衞,陟衛,tʴɯ̇k,ɦʴyɛ̀i,tʴyɛ̀i
祭,稅,舒苪,舒苪,舒芮,書苪,çɯʌ̄,ɲyɛ̀i,çyɛ̀i
祭,𡚁,毗祭,毗祭,毗祭,毗祭,byī,ʦiɛ̀i,byɛ̀i
祭,㯔,楚嵗,楚歲,楚稅,楚嵗,ꭧʰɯʌ́,syɛ̀i,ꭧʰyɛ̀i
祭,篲,……,囚歲,祥歲,囚嵗,zū,syɛ̀i,zyɛ̀i
祭,蔽,必抉*,必袂,必袂,必袂,pyi̇t,myɛ̀i,pyɛ̀i
祭,劌,居衛,居衞,居衞,居衛,kɯʌ̄,ɦʴyɛ̀i,kʴyɛ̀i
祭,袂,弥𡚁,弥弊,彌𡚁,弥𡚁,myɛ̄,byɛ̀i,myɛ̀i
祭,㡜,所例,所例,所例,所例,ʂɯʌ́,lʴiɛ̀i,ʂiɛ̀i
祭,掣,尺…,尺制,尺制,尺制,cʰiȧk,ciɛ̀i,cʰiɛ̀i
祭,制,職例,職例,征例,職例,cɯ̇k,lʴiɛ̀i,ciɛ̀i
祭,逝,時制,時制,時制,時制,ɟɯ̄,ciɛ̀i,ɟiɛ̀i
祭,曳,餘制,餘制,餘制,余制,ʝɯʌ̄,ciɛ̀i,ʝiɛ̀i
祭,䋵,於𦋺,於𦋺,於罽,於猘,ʔɯʌ̄,kʴiɛ̀i,ʔʴiɛ̀i
祭,藝,魚祭,魚祭,魚祭,魚祭,ŋɯʌ̄,ʦiɛ̀i,ŋiɛ̀i
祭,滯,直例,直例,直例,直例,dʴɯ̇k,lʴiɛ̀i,dʴiɛ̀i
祭,例,力制,力制,力制,力制,lʴɯ̇k,ciɛ̀i,lʴiɛ̀i
祭,憩,去例,去例,去例,去例,kʰɯʌ́,lʴiɛ̀i,kʰʴiɛ̀i
祭,丗,舒制,舒制,舒制,書制,çɯʌ̄,ciɛ̀i,çiɛ̀i
祭,猘,居厲,居厲,居例,居例,kɯʌ̄,lʴiɛ̀i,kʴiɛ̀i
祭,㿃,竹例,竹例,竹例,竹例,tʴu̇q,lʴiɛ̀i,tʴiɛ̀i
祭,偈,其憩,其憩,其憩,其憩,gɯ̄,kʰʴiɛ̀i,gʴiɛ̀i
祭,啜,市苪,市芮,嘗芮,市苪,ɟɯ́,ɲyɛ̀i,ɟyɛ̀i
祭,跇,丑世,丑勢,丑例,丑丗,tʰʴú,çiɛ̀i,tʰʴiɛ̀i
祭,㓷,義例,牛例,牛例,議例,ŋʴiɛ̀,lʴiɛ̀i,ŋʴiɛ̀i
祭,蕝,子苪,子芮,子芮,子苪,ʦɯ́,ɲyɛ̀i,ʦyɛ̀i
卦,卦,古賣,古賣,古賣,古賣,qɔ́,mʴɛ̀,qʷʴɛ̀
卦,懈,古隘,古隘,古隘,古隘,qɔ́,ʔʴɛ̀,qʴɛ̀
卦,隘,烏懈,烏懈,烏懈,烏懈,ʔɔ̄,qʴɛ̀,ʔʴɛ̀
卦,邂,胡懈,胡懈,胡懈,胡懈,ʁɔ̄,qʴɛ̀,ʁʴɛ̀
卦,賣,莫解,莫懈,莫懈,莫懈,mɑ̇q,qʴɛ̀,mʴɛ̀
卦,畫,胡卦,胡卦,胡卦,胡卦,ʁɔ̄,qʷʴɛ̀,ʁʷʴɛ̀
卦,差,楚懈,楚懈,楚懈,楚懈,ꭧʰɯʌ́,qʴɛ̀,ꭧʰɛ̀
卦,睚,五解,五懈,五懈,五懈,ɴɔ́,qʴɛ̀,ɴʴɛ̀
卦,謑,許懈,許懈,火懈,許懈,xɯʌ́,qʴɛ̀,xʴɛ̀
卦,庎,方卦,方卦,方卦,方卦,puɑ̄ɴ,qʷʴɛ̀,pʴɛ̀
卦,粺,傍卦,傍卦,傍卦,傍卦,bɑ̄ɴ,qʷʴɛ̀,bʴɛ̀
卦,疵,士懈,士懈,士懈,士懈,ꭦɯ́,qʴɛ̀,ꭦɛ̀
卦,派,疋卦,匹卦,匹卦,疋卦,pʰʴi̇t,qʷʴɛ̀,pʰʴɛ̀
卦,債,側賣,側賣,側賣,稄賣,ꭧɯ̇k,mʴɛ̀,ꭧɛ̀
卦,𡢖,苦賣,苦賣,苦賣,苦賣,qʰɔ́,mʴɛ̀,qʰʴɛ̀
卦,曬,所賣,所賣,所賣,所賣,ʂɯʌ́,mʴɛ̀,ʂɛ̀
卦,諣,／,呼卦,呼卦,呼卦,xɔ̄,qʷʴɛ̀,xʷʴɛ̀
卦,䐱,／,竹賣,竹賣,竹賣,tʴu̇q,mʴɛ̀,tʴɛ̀
卦,㠔,／,方賣,方賣,方賣,puɑ̄ɴ,mʴɛ̀,pʴɛ̀
恠,恠,古壊,古壊,古壞,古壞,qɔ́,ʁʷʴɛ̀i,qʷʴɛ̀i
恠,噫,烏界,烏界,烏界,烏誡,ʔɔ̄,qʴɛ̀i,ʔʴɛ̀i
恠,瘵,側界,側界,側界,稄誡,ꭧɯ̇k,qʴɛ̀i,ꭧɛ̀i
恠,誡,古拜,古拜,古拜,古拜,qɔ́,pʴɛ̀i,qʴɛ̀i
恠,褹,女界,女界,女介,女誡,nʴɯʌ́,qʴɛ̀i,nʴɛ̀i
恠,譮,許界,許界,許介,許誡,xɯʌ́,qʴɛ̀i,xʴɛ̀i
恠,械,祐界,胡界,胡介,宥誡,ɦù,qʴɛ̀i,ʁʴɛ̀i
恠,𦗐,五界,五界,五介,五誡,ɴɔ́,qʴɛ̀i,ɴʴɛ̀i
恠,𦰵,苦壊,苦懐,苦怪,苦壞,qʰɔ́,ʁʷʴɛ̀i,qʰʷʴɛ̀i
恠,拜,博恠,博怪,博怪,博恠,pɑ̇q,qʷʴɛ̀i,pʴɛ̀i
恠,湃,普拜,普拜,普拜,普拜,pʰɔ́,pʴɛ̀i,pʰʴɛ̀i
恠,壞,胡恠,胡𢘪,胡怪,胡恠,ʁɔ̄,qʷʴɛ̀i,ʁʷʴɛ̀i
恠,聵,五拜,五拜,五怪,五拜,ɴɔ́,pʴɛ̀i,ɴʷʴɛ̀i
恠,憊,蒲界,蒲界,蒲拜,匍誡,bɔ̄,qʴɛ̀i,bʴɛ̀i
恠,䀛,莫拜,莫拜,莫拜,莫拜,mɑ̇q,pʴɛ̀i,mʴɛ̀i
恠,鎩,所拜,所拜,所拜,所拜,ʂɯʌ́,pʴɛ̀i,ʂɛ̀i
恠,烗,客界,客界,苦戒,客誡,qʰʴȧk,qʴɛ̀i,qʰʴɛ̀i
恠,顡,／,知𢘪,迍怪,知恠,tʴiɛ̄,qʷʴɛ̀i,tʴɛ̀i
恠,瘥,／,楚介,楚懈,楚誡,ꭧʰɯʌ́,qʴɛ̀i,ꭧʰɛ̀i
夬,夬,古邁,古邁,古邁,古邁,qɔ́,mʴài,qʷʴài
夬,快,苦夬,苦夬,苦夬,苦夬,qʰɔ́,qʷʴài,qʰʷʴài
夬,邁,莫敗,莫話,莫話,莫敗,mɑ̇q,bʴài,mʴài
夬,話,下快,下快,下快,下快,ʁʴá,qʰʷʴài,ʁʷʴài
夬,敗,薄邁,薄邁,薄邁,泊邁,bɑ̇q,mʴài,bʴài
夬,䵳,烏快,烏夬,烏快,烏快,ʔɔ̄,qʰʷʴài,ʔʷʴài
夬,嘬,楚夬,楚夬,楚夬,楚夬,ꭧʰɯʌ́,qʷʴài,ꭧʰʷài
夬,芥,……,古邁,古喝,古邁,qɔ́,mʴài,qʴài
夬,蠆,丑芥,丑菜,丑犗,丑芥,tʰʴú,qʴài,tʰʴài
夬,喝,於芥,於菜,於犗,於芥,ʔɯʌ̄,qʴài,ʔʴài
夬,𠱡,所芥,所芥,所犗,所芥,ʂɯʌ́,qʴài,ʂài
夬,咶,大夬*,火夬,火夬,火夬,xʷɑ́,qʷʴài,xʷʴài
夬,䜕,火芥,火芥,火犗,火芥,xʷɑ́,qʴài,xʴài
夬,啐,／,倉快,倉夬,倉快,ʦʰɑ̄ɴ,qʰʷʴài,ꭧʰʷài
隊,隊,徒對,徒對,徒對,徒對,dɔ̄,tɔ̀i,dɔ̀i
隊,佩,薄背,薄背,蒲昧,泊背,bɑ̇q,pɔ̀i,bɔ̀i
隊,妹,莫佩,莫佩,莫佩,莫佩,mɑ̇q,bɔ̀i,mɔ̀i
隊,配,普佩,普佩,滂佩,普佩,pʰɔ́,bɔ̀i,pʰɔ̀i
隊,誨,荒佩,荒佩,荒內,荒佩,xʷɑ̄ɴ,bɔ̀i,xɔ̀i
隊,對,都佩,都佩,都隊,都佩,tɔ̄,bɔ̀i,tɔ̀i
隊,倅,……,七碎,七內,七碎,ʦʰi̇t,sɔ̀i,ʦʰɔ̀i
隊,晬,子對,子對,子對,子對,ʦɯ́,tɔ̀i,ʦɔ̀i
隊,𩱽,烏繢,烏繢,烏繢,烏潰,ʔɔ̄,ʁɔ̀i,ʔɔ̀i
隊,退,……,他繢,他內,他潰,tʰɑ̄,ʁɔ̀i,tʰɔ̀i
隊,憒,……,古對,古對,古對,qɔ́,tɔ̀i,qɔ̀i
隊,潰,……,胡對,胡對,胡對,ʁɔ̄,tɔ̀i,ʁɔ̀i
隊,塊,……,苦對,苦對,苦對,qʰɔ́,tɔ̀i,qʰɔ̀i
隊,碎,……,蘇對,蘇內,蘇對,sɔ̄,tɔ̀i,sɔ̀i
隊,內,……,奴對,奴對,奴對,nɔ̄,tɔ̀i,nɔ̀i
隊,纇,……,盧對,盧對,盧對,lɔ̄,tɔ̀i,lɔ̀i
隊,背,……,補配,補妹,補配,pɔ́,pʰɔ̀i,pɔ̀i
隊,磑,……,五對,五對,五對,ɴɔ́,tɔ̀i,ɴɔ̀i
代,代,徒戴,徒戴,徒耐,徒戴,dɔ̄,tʌ̀i,dʌ̀i
代,載,……,作代,作代,作代,ʦɑ̇q,dʌ̀i,ʦʌ̀i
代,䆀,……,莫代,莫代,莫代,mɑ̇q,dʌ̀i,mɔ̀i
代,賽,……,先代,先代,先代,sɛ̄n,dʌ̀i,sʌ̀i
代,貸,……,他代,他代,他代,tʰɑ̄,dʌ̀i,tʰʌ̀i
代,溉,……,古礙,古代,古礙,qɔ́,ɴʌ̀i,qʌ̀i
代,慨,……,苦愛,苦愛,苦愛,qʰɔ́,ʔʌ̀i,qʰʌ̀i
代,礙,……,五愛,五溉,五愛,ɴɔ́,ʔʌ̀i,ɴʌ̀i
代,愛,……,烏代,烏代,烏代,ʔɔ̄,dʌ̀i,ʔʌ̀i
代,瀣,……,胡愛,胡槩,胡愛,ʁɔ̄,ʔʌ̀i,ʁʌ̀i
代,耐,……,奴代,奴代,奴代,nɔ̄,dʌ̀i,nʌ̀i
代,戴,…代,都代,都代,都代,tɔ̄,dʌ̀i,tʌ̀i
代,賚,洛…,洛代,洛代,落代,lɑ̇q,dʌ̀i,lʌ̀i
代,菜,……,倉代,倉代,倉代,ʦʰɑ̄ɴ,dʌ̀i,ʦʰʌ̀i
代,載,……,在代,昨代,在代,ʣʌ́i,dʌ̀i,ʣʌ̀i
廢,廢,方肺,方肺,方肺,方肺,puɑ̄ɴ,pʰuɔ̀i,puɔ̀i
廢,肺,……,芳廢,芳廢,芳廢,pʰuɑ̄ɴ,puɔ̀i,pʰuɔ̀i
廢,穢,……,於肺,於廢,於肺,ʔɯʌ̄,pʰuɔ̀i,ʔuɔ̀i
廢,吠,…廢,符廢,符廢,扶廢,buɔ̄,puɔ̀i,buɔ̀i
廢,喙,……,許穢,許穢,許穢,xɯʌ́,ʔuɔ̀i,xuɔ̀i
廢,𤜂,……,巨穢,渠穢,巨穢,gɯʌ́,ʔuɔ̀i,guɔ̀i
廢,刈,魚肺,魚肺,魚肺,魚肺,ŋɯʌ̄,pʰuɔ̀i,ŋuɔ̀i
廢,𥏙,／,丘畎,丘吠,丘吠,kʰū,buɔ̀i,kʰuɔ̀i
震,震,職刃,職刃,章刃,職刃,cɯ̇k,ɲìn,cìn
震,信,息晉,息晉,息晉,息晉,sɯ̇k,ʦìn,sìn
震,遴,……,力晉,良刃,力晉,lʴɯ̇k,ʦìn,lʴìn
震,刃,而進,而晉,而振,而晉,ɲɯ̄,ʦìn,ɲìn
震,𦚯,……,与晉,羊晉,與晉,ʝɯʌ́,ʦìn,ʝìn
震,𤵜,丑刃,丑刃,丑刃,丑刃,tʰʴú,ɲìn,tʰʴìn
震,印,於刃,於刃,於刃,於刃,ʔɯʌ̄,ɲìn,ʔìn
震,儐,……,必刃,必刃,必刃,pyi̇t,ɲìn,pyìn
震,陣,直刃,直刃,直刃,直刃,dʴɯ̇k,ɲìn,dʴìn
震,慎,是刃,是刃,時刃,是刃,ɟiɛ́,ɲìn,ɟìn
震,憖,魚覲,魚覲,魚覲,魚僅,ŋɯʌ̄,gʴìn,ŋʴìn
震,晉,即刃,即刃,即刃,即刃,ʦɯ̇k,ɲìn,ʦìn
震,鎮,陟刃,陟刃,陟刃,陟刃,tʴɯ̇k,ɲìn,tʴìn
震,眒,式刃,式刃,試刃,識刃,çɯ̇k,ɲìn,çìn
震,菣,……,去刃,去刃,去刃,kʰɯʌ́,ɲìn,kʰʴìn
震,賮,疾刃,似刃,徐刃,疾刃,ʣi̇t,ɲìn,ʣìn
震,釁,許覲,許覲,許覲,許僅,xɯʌ́,gʴìn,xʴìn
震,僅,渠遴,渠遴,渠遴,渠遴,gɯʌ̄,lʴìn,gʴìn
震,櫬,楚覲,初遴,初覲,楚僅,ꭧʰɯʌ́,gʴìn,ꭧʰɯ̀n
震,韻,永㶳,爲捃,王問,永賮,ɦʴyáŋ,ʣìn,ɦʴyìn
震,峻,私…,私閏,私閠,私閠,sī,ɲyìn,syìn
震,殉,……,辝閏,辭閠,詞閠,zɯ̄,ɲyìn,zyìn
震,儁,……,子峻,子峻,子峻,ʦɯ́,syìn,ʦyìn
震,舜,舒閠,施閏,舒閠,書閠,çɯʌ̄,ɲyìn,çyìn
震,稕,……,之閏,之閠,之閠,cɯ̄,ɲyìn,cyìn
震,閠,……,如舜,如順,如舜,ɲɯʌ̄,çyìn,ɲyìn
震,順,……,食閏,食閠,食閠,ɮɯ̇k,ɲyìn,ɮyìn
震,汖,撫刃,匹刃,匹刃,撫刃,pʰuɔ́,ɲìn,pʰʴìn
震,䚔,疋刃,匹人,匹人,疋刃,pʰʴi̇t,ɲìn,pʰyìn
震,親,／,七刃,七遴,七刃,ʦʰi̇t,ɲìn,ʦʰìn
震,呁,／,九峻,九峻,久峻,kú,syìn,kyìn
震,攈,／,居韻,居運,居韻,kɯʌ̄,ɦʴyìn,kʴyìn
問,問,無運,無運,亡運,無運,muɔ̄,ɦùn,mùn
問,運,……,云問,王問,雲問,ɦūn,mùn,ɦùn
問,訓,許運,許運,許運,許運,xɯʌ́,ɦùn,xùn
問,湓,匹問,匹問,匹問,疋問,pʰʴi̇t,mùn,pʰùn
問,糞,府問,府問,方問,甫問,puɔ́,mùn,pùn
問,醖,於問,於問,於問,於問,ʔɯʌ̄,mùn,ʔùn
問,捃,……,居運,居運,居運,kɯʌ̄,ɦùn,kùn
問,郡,……,渠運,渠運,渠運,gɯʌ̄,ɦùn,gùn
問,分,扶問,扶問,扶問,扶問,buɔ̄,mùn,bùn
焮,焮,許靳,許靳,香靳,許靳,xɯʌ́,kɯ̀n,xɯ̀n
焮,靳,居焮,居焮,居焮,居焮,kɯʌ̄,xɯ̀n,kɯ̀n
焮,近,巨靳,巨靳,巨靳,巨靳,gɯʌ́,kɯ̀n,gɯ̀n
焮,傿,於靳,於靳,於靳,於靳,ʔɯʌ̄,kɯ̀n,ʔɯ̀n
焮,垽,／,語靳,吾靳,語靳,ŋɯʌ́,kɯ̀n,ŋɯ̀n
願,願,魚㤪,魚怨,魚怨,魚㤪,ŋɯʌ̄,ʔuɔ̀n,ŋuɔ̀n
願,㤪,於願,於願,於願,於願,ʔɯʌ̄,ŋuɔ̀n,ʔuɔ̀n
願,販,方願,方怨,方願,方願,puɑ̄ɴ,ŋuɔ̀n,puɔ̀n
願,券,去願,去願,去願,去願,kʰɯʌ́,ŋuɔ̀n,kʰuɔ̀n
願,万,無販,無敗,無販,無販,muɔ̄,puɔ̀n,muɔ̀n
願,飯,符万,符万,符万,扶万,buɔ̄,muɔ̀n,buɔ̀n
願,㛯,芳万,芳万,芳万,芳万,pʰuɑ̄ɴ,muɔ̀n,pʰuɔ̀n
願,建,居万,居万,居万,居万,kɯʌ̄,muɔ̀n,kɯʌ̀n
願,堰,於建,於建,於建,於建,ʔɯʌ̄,kɯʌ̀n,ʔɯʌ̀n
願,獻,許建,許建,許建,許建,xɯʌ́,kɯʌ̀n,xɯʌ̀n
願,健,渠建,渠建,渠建,渠建,gɯʌ̄,kɯʌ̀n,gɯʌ̀n
願,楥,許勸,許勸,虚願,許券,xɯʌ́,kʰuɔ̀n,xuɔ̀n
願,𢍶,居願,居願,居願,居願,kɯʌ̄,ŋuɔ̀n,kuɔ̀n
願,逺,于願,于万,于願,于願,ɦuɔ̄,ŋuɔ̀n,ɦuɔ̀n
願,𤬝,／,語堰,語堰,語堰,ŋɯʌ́,ʔɯʌ̀n,ŋɯʌ̀n
願,𡈕,／,臼万,臼万,舅万,gú,muɔ̀n,guɔ̀n
願,䊲,／,叉万,叉万,叉万,ꭧʰā,muɔ̀n,ꭧʰuɔ̀n
慁,慁,胡困,胡困,胡困,胡困,ʁɔ̄,qʰɔ̀n,ʁɔ̀n
慁,頓,都困,都困,都困,都困,tɔ̄,qʰɔ̀n,tɔ̀n
慁,巽,……,蘇困,蘇困,蘇困,sɔ̄,qʰɔ̀n,sɔ̀n
慁,困,苦悶,苦悶,苦悶,苦悶,qʰɔ́,mɔ̀n,qʰɔ̀n
慁,嫩,奴困,奴困,奴困,奴困,nɔ̄,qʰɔ̀n,nɔ̀n
慁,悶,莫困,莫困,莫困,莫困,mɑ̇q,qʰɔ̀n,mɔ̀n
慁,鐏,徂䤜,徂困,徂悶,徂䤜,ʣɔ̄,dɔ̀n,ʣɔ̀n
慁,睔,古䤜,古䤜,古困,古䤜,qɔ́,dɔ̀n,qɔ̀n
慁,噴,……,普悶,普悶,普悶,pʰɔ́,mɔ̀n,pʰɔ̀n
慁,䤜,……,徒困,徒困,徒困,dɔ̄,qʰɔ̀n,dɔ̀n
慁,揾,烏困,烏困,烏困,烏困,ʔɔ̄,qʰɔ̀n,ʔɔ̀n
慁,寸,倉困,倉困,倉困,倉困,ʦʰɑ̄ɴ,qʰɔ̀n,ʦʰɔ̀n
慁,坌,蒲悶,蒲悶,蒲悶,匍悶,bɔ̄,mɔ̀n,bɔ̀n
慁,顐,五困,五困,五困,五困,ɴɔ́,qʰɔ̀n,ɴɔ̀n
慁,焌,子…,子寸,子寸,子寸,ʦɯ́,ʦʰɔ̀n,ʦɔ̀n
慁,論,／,盧困,盧困,盧困,lɔ̄,qʰɔ̀n,lɔ̀n
慁,昏,／,呼困,呼悶,呼困,xɔ̄,qʰɔ̀n,xɔ̀n
慁,奔,／,逋悶,甫悶,逋悶,pɔ̄,mɔ̀n,pɔ̀n
恨,恨,胡艮,胡艮,胡艮,胡艮,ʁɔ̄,qʌ̀n,ʁʌ̀n
恨,艮,……,古恨,古恨,古恨,qɔ́,ʁʌ̀n,qʌ̀n
恨,饐,／,五恨,五恨,五恨,ɴɔ́,ʁʌ̀n,ɴʌ̀n
恨,䭡,／,於恨,烏恨,於恨,ʔɯʌ̄,ʁʌ̀n,ʔʌ̀n
翰,翰,胡旦,胡旦,侯旰,胡旦,ʁɔ̄,tɑ̀n,ʁɑ̀n
翰,玩,……,吾段,五換,吾段,ɴɔ̄,dʷɑ̀n,ɴʷɑ̀n
翰,段,徒玩,徒玩,徒玩,徒玩,dɔ̄,ɴʷɑ̀n,dʷɑ̀n
翰,亂,落段,落段,郎段,落段,lɑ̇q,dʷɑ̀n,lʷɑ̀n
翰,鍛,……,都亂,丁貫,都亂,tɔ̄,lʷɑ̀n,tʷɑ̀n
翰,彖,他乱,他亂,通貫,他亂,tʰɑ̄,lʷɑ̀n,tʰʷɑ̀n
翰,喚,呼段,呼段,火貫,呼段,xɔ̄,dʷɑ̀n,xʷɑ̀n
翰,筭,蘇段,蘇段,蘇貫,蘇段,sɔ̄,dʷɑ̀n,sʷɑ̀n
翰,縵,……,莫半,莫半,莫半,mɑ̇q,pɑ̀n,mɑ̀n
翰,半,愽縵,博漫,博漫,博縵,pɑ̇q,mɑ̀n,pɑ̀n
翰,判,普半,普半,普半,普半,pʰɔ́,pɑ̀n,pʰɑ̀n
翰,叛,……,薄半,薄半,泊半,bɑ̇q,pɑ̀n,bɑ̀n
翰,炭,他半,他半,他旦,他半,tʰɑ̄,pɑ̀n,tʰɑ̀n
翰,換,胡段,胡段,胡玩,胡段,ʁɔ̄,dʷɑ̀n,ʁʷɑ̀n
翰,𥎞,……,子筭,子筭,子筭,ʦɯ́,sʷɑ̀n,ʦʷɑ̀n
翰,惋,……,烏段,烏貫,烏段,ʔɔ̄,dʷɑ̀n,ʔʷɑ̀n
翰,貫,古段,古段,古玩,古段,qɔ́,dʷɑ̀n,qʷɑ̀n
翰,竄,……,七亂,七亂,七亂,ʦʰi̇t,lʷɑ̀n,ʦʰʷɑ̀n
翰,按,烏旦,烏旦,烏旰,烏旦,ʔɔ̄,tɑ̀n,ʔɑ̀n
翰,旦,得安*,得案,得按,徳按,tʌ̇k,ʔɑ̀n,tɑ̀n
翰,憚,……,徒旦,徒案,徒旦,dɔ̄,tɑ̀n,dɑ̀n
