韻,小韻,切韻,王韻,廣韻,切韻校,上字擬音,下字擬音,小韻擬音
琰,奄,應俭,應儉,衣儉,膺儉,ʔɯ̄ŋ,gʴiɛ́m,ʔʴiɛ́m
琰,漸,自染,自𮉼,慈染,自𮉼,ʣì,ɲiɛ́m,ʣiɛ́m
琰,憸,／,七漸,七漸,七漸,ʦʰi̇t,ʣiɛ́m,ʦʰiɛ́m
琰,䭕,／,子𮉼,子冉,子𮉼,ʦɯ́,ɲiɛ́m,ʦiɛ́m
琰,脥,／,苦斂,謙琰,苦斂,qʰɔ́,lʴiɛ́m,kʰiɛ́m
忝,忝,他玷,他㸃,他玷,他㸃,tʰɑ̄,tɛ́m,tʰɛ́m
忝,淰,乃簟,乃簟,乃玷,乃簟,nʌ́i,dɛ́m,nɛ́m
忝,㸃,多忝,多忝,多忝,多忝,tɑ̄,tʰɛ́m,tɛ́m
忝,簟,徒玷,徒玷,徒玷,徒㸃,dɔ̄,tɛ́m,dɛ́m
忝,嗛,苦簟,苦簟,苦簟,苦簟,qʰɔ́,dɛ́m,qʰɛ́m
忝,䆂,盧忝,盧忝,力忝,盧忝,lɔ̄,tʰɛ́m,lɛ́m
忝,鼸,下忝,下忝,胡忝,下忝,ʁʴá,tʰɛ́m,ʁɛ́m
忝,孂,／,居㸃,兼玷,居㸃,kɯʌ̄,tɛ́m,qɛ́m
忝,𡕩,／,明忝,明忝,明忝,mʴiāŋ,tʰɛ́m,mɛ́m
𢫒,𢫒,蒸之上聲,蒸之上聲,蒸上聲,／,,,cɯ́ŋ
等,等,多肯,多肯,多肯,多肯,tɑ̄,qʰʌ́ŋ,tʌ́ŋ
等,倗,普等,普等,普等,普等,pʰɔ́,tʌ́ŋ,pʰʌ́ŋ
等,肯,苦等,苦等,苦等,苦等,qʰɔ́,tʌ́ŋ,qʰʌ́ŋ
豏,豏,下斬,下斬,下斬,下斬,ʁʴá,ꭧɛ́m,ʁʴɛ́m
豏,湛,徒減,徒減,徒減,徒豏,dɔ̄,ʁʴɛ́m,dʴɛ́m
豏,㦿,苦減,苦減,苦減,苦豏,qʰɔ́,ʁʴɛ́m,qʰʴɛ́m
豏,鹻,苦斬*,古斬,古斬,古斬,qɔ́,ꭧɛ́m,qʴɛ́m
豏,瀺,士減,士減,士減,士豏,ꭦɯ́,ʁʴɛ́m,ꭦɛ́m
豏,斬,阻減,阻減,側減,阻豏,ꭧɯʌ́,ʁʴɛ́m,ꭧɛ́m
豏,𦢙,初減,初減,初減,初豏,ꭧʰɯʌ̄,ʁʴɛ́m,ꭧʰɛ́m
豏,臉,力減,力減,力減,力豏,lʴɯ̇k,ʁʴɛ́m,lʴɛ́m
豏,闞,火斬,火斬,火斬,火斬,xʷɑ́,ꭧɛ́m,xʴɛ́m
豏,摻,所斬,所斬,所斬,所斬,ʂɯʌ́,ꭧɛ́m,ʂɛ́m
豏,喊,／,子減,呼豏,子豏,ʦɯ́,ʁʴɛ́m,ꭧɛ́m
豏,㘝,／,女減,女減,女豏,nʴɯʌ́,ʁʴɛ́m,nʴɛ́m
豏,𠐩,／,丑減,丑減,丑豏,tʰʴú,ʁʴɛ́m,tʰʴɛ́m
檻,檻,胡黤,胡黤,胡黤,胡黤,ʁɔ̄,ʔʴám,ʁʴám
檻,䫡,丘㩜,丘㩜,丘檻,丘檻,kʰū,ʁʴám,qʰʴám
檻,㨻,山㩜,山檻,山檻,山檻,ʂɛ̄n,ʁʴám,ʂám
檻,黤,於㩜,於檻,於檻,於檻,ʔɯʌ̄,ʁʴám,ʔʴám
檻,醶,初㩜,初檻,初檻,初檻,ꭧʰɯʌ̄,ʁʴám,ꭧʰám
檻,㺖,荒㩜,莫檻,荒檻,荒檻,xʷɑ̄ɴ,ʁʴám,xʴám
檻,巉,／,士㩜,仕檻,士檻,ꭦɯ́,ʁʴám,ꭦám
范,范,凡之上聲,苻凵,防鋄,扶凵,buɔ̄,kʰuɔ́m,buɔ́m
范,凵,／,丘范,丘犯,丘范,kʰū,buɔ́m,kʰuɔ́m
范,𡕩,／,明范,亡范,明范,mʴiāŋ,buɔ́m,muɔ́m
送,送,蘇弄,蘇弄,蘇弄,蘇弄,sɔ̄,lɔùɴ,sɔùɴ
送,鳳,馮貢,馮貢,馮貢,馮貢,būɴ,qɔùɴ,bùɴ
送,貢,古送,古送,古送,古送,qɔ́,sɔùɴ,qɔùɴ
送,弄,盧貢,盧貢,盧貢,盧貢,lɔ̄,qɔùɴ,lɔùɴ
送,涷,多貢,多貢,多貢,多貢,tɑ̄,qɔùɴ,tɔùɴ
送,控,苦貢,多貢,多貢,苦貢,qʰɔ́,qɔùɴ,qʰɔùɴ
送,糉,作弄,作弄,作弄,作弄,ʦɑ̇q,lɔùɴ,ʦɔùɴ
送,甕,烏貢,烏貢,烏貢,烏貢,ʔɔ̄,qɔùɴ,ʔɔùɴ
送,𧩟,千弄,千弄,千弄,千弄,ʦʰɛ̄n,lɔùɴ,ʦʰɔùɴ
送,洞,徒弄,徒弄,徒弄,徒弄,dɔ̄,lɔùɴ,dɔùɴ
送,痛,他弄,他弄,他貢,他弄,tʰɑ̄,lɔùɴ,tʰɔùɴ
送,仲,直衆,直衆,直衆,直衆,dʴɯ̇k,cùɴ,dʴùɴ
送,諷,方鳳,方鳳,方鳳,方鳳,puɑ̄ɴ,bùɴ,pùɴ
送,焪,去諷,去諷,去仲,去諷,kʰɯʌ́,pùɴ,kʰùɴ
送,夢,莫鳳,莫諷,莫鳳,莫鳳,mɑ̇q,bùɴ,mùɴ
送,𧽒,香仲,香仲,香仲,香仲,xɯɑ̄ɴ,dʴùɴ,xùɴ
送,懞,莫弄,莫弄,莫弄,莫弄,mɑ̇q,lɔùɴ,mɔùɴ
送,賵,撫諷,撫諷,撫鳳,撫諷,pʰuɔ́,pùɴ,pʰùɴ
送,趥,千仲,千仲,千仲,千仲,ʦʰɛ̄n,dʴùɴ,ʦʰùɴ
送,中,陟仲,陟仲,陟仲,陟仲,tʴɯ̇k,dʴùɴ,tʴùɴ
送,哄,胡貢,胡貢,胡貢,胡貢,ʁɔ̄,qɔùɴ,ʁɔùɴ
送,齈,奴凍,奴凍,奴凍,奴涷,nɔ̄,tɔùɴ,nɔùɴ
送,衆,之仲,之仲,之仲,之仲,cɯ̄,dʴùɴ,cùɴ
送,銃,／,充仲,充仲,充仲,cʰūɴ,dʴùɴ,cʰùɴ
送,㓽,／,士仲,仕仲,士仲,ꭦɯ́,dʴùɴ,ꭦùɴ
宋,宋,蘇統,蘇統,蘇統,蘇統,sɔ̄,tʰɔ̀ɴ,sɔ̀ɴ
宋,綜,……,子宋,子宋,子宋,ʦɯ́,sɔ̀ɴ,ʦɔ̀ɴ
宋,統,……,他宋,他綜,他宋,tʰɑ̄,sɔ̀ɴ,tʰɔ̀ɴ
宋,雺,／,莫綜,莫綜,莫綜,mɑ̇q,ʦɔ̀ɴ,mɔ̀ɴ
用,用,余共,余共,余頌,余共,ʝɯʌ̄,guɔ̀ɴ,ʝuɔ̀ɴ
用,頌,似用,似用,似用,似用,zɯ́,ʝuɔ̀ɴ,zuɔ̀ɴ
用,俸,房用,房用,扶用,房用,buɑ̄ɴ,ʝuɔ̀ɴ,buɔ̀ɴ
用,共,渠用,渠用,渠用,渠用,gɯʌ̄,ʝuɔ̀ɴ,guɔ̀ɴ
用,葑,方用,方用,方用,方用,puɑ̄ɴ,ʝuɔ̀ɴ,puɔ̀ɴ
用,供,居冬*,居用,居用,居用,kɯʌ̄,ʝuɔ̀ɴ,kuɔ̀ɴ
用,雍,於用,於用,於用,於用,ʔɯʌ̄,ʝuɔ̀ɴ,ʔuɔ̀ɴ
用,縱,子用,子用,子用,子用,ʦɯ́,ʝuɔ̀ɴ,ʦuɔ̀ɴ
用,湩,竹用,竹用,竹用,竹用,tʴu̇q,ʝuɔ̀ɴ,tʴuɔ̀ɴ
用,儱,他用,丑用,丑用,他用,tʰɑ̄,ʝuɔ̀ɴ,tʰʴuɔ̀ɴ
用,䩸,而用,而用,而用,而用,ɲɯ̄,ʝuɔ̀ɴ,ɲuɔ̀ɴ
用,種,之用,之用,之用,之用,cɯ̄,ʝuɔ̀ɴ,cuɔ̀ɴ
用,重,治用,持用,柱用,治用,dʴɯ̄,ʝuɔ̀ɴ,dʴuɔ̀ɴ
用,贚,……,良用,良用,良用,lʴɯɑ̄ɴ,ʝuɔ̀ɴ,lʴuɔ̀ɴ
用,恐,／,區用,區用,區用,kʰuɔ̄,ʝuɔ̀ɴ,kʰuɔ̀ɴ
用,從,／,従用,疾用,從用,ʣuɔ̄ɴ,ʝuɔ̀ɴ,ʣuɔ̀ɴ
絳,絳,古巷,古巷,古巷,古巷,qɔ́,ʁʴɔ̀ɴ,qʴɔ̀ɴ
絳,巷,胡降,胡降,胡絳,胡絳,ʁɔ̄,qʴɔ̀ɴ,ʁʴɔ̀ɴ
絳,戇,丁降,丁降,陟降,丁絳,tɛ̄ŋ,qʴɔ̀ɴ,tʴɔ̀ɴ
絳,漴,士降,士巷,士絳,士絳,ꭦɯ́,qʴɔ̀ɴ,ꭦɔ̀ɴ
絳,䡴,直降,直降,直絳,直絳,dʴɯ̇k,qʴɔ̀ɴ,dʴɔ̀ɴ
絳,𥈄,／,丑降,丑絳,丑絳,tʰʴú,qʴɔ̀ɴ,tʰʴɔ̀ɴ
絳,肨,／,普降,匹降,普絳,pʰɔ́,qʴɔ̀ɴ,pʰʴɔ̀ɴ
絳,䎫,／,叉降,楚降,叉絳,ꭧʰā,qʴɔ̀ɴ,ꭧʰɔ̀ɴ
寘,寘,支義,支義,支義,支議,ciɛ̄,ŋʴiɛ̀,ciɛ̀
寘,避,婢義,婢義,毗義,婢議,byɛ́,ŋʴiɛ̀,byɛ̀
寘,惴,之睡,之睡,之睡,之睡,cɯ̄,ɟyɛ̀,cyɛ̀
寘,詈,……,力智,力智,力智,lʴɯ̇k,tʴiɛ̀,lʴiɛ̀
寘,豉,是義,是義,是義,是議,ɟiɛ́,ŋʴiɛ̀,ɟiɛ̀
寘,積,紫智,紫智,子智,紫智,ʦiɛ́,tʴiɛ̀,ʦiɛ̀
寘,賜,斯義,斯義,斯義,斯議,siɛ̄,ŋʴiɛ̀,siɛ̀
寘,爲,榮…,榮僞,于僞,榮僞,ɦʴyāŋ,ŋʴyɛ̀,ɦʴyɛ̀
寘,䞈,……,詭僞,詭僞,詭僞,kʴyɛ́,ŋʴyɛ̀,kʴyɛ̀
寘,帔,…義,披義,披義,鈹議,pʰʴiɛ̄,ŋʴiɛ̀,pʰyɛ̀
寘,賁,彼義,彼義,彼義,彼議,pʴiɛ́,ŋʴiɛ̀,pʴiɛ̀
寘,髲,皮義,皮義,平義,皮議,bʴiɛ̄,ŋʴiɛ̀,bʴiɛ̀
寘,累,……,羸僞,良僞,羸僞,lʴyɛ̄,ŋʴyɛ̀,lʴyɛ̀
寘,寄,居義,居義,居義,居議,kɯʌ̄,ŋʴiɛ̀,kʴiɛ̀
寘,臂,卑義,卑義,卑義,卑議,pyɛ̄,ŋʴiɛ̀,pyɛ̀
寘,芰,奇寄,奇寄,奇寄,奇寄,gʴiɛ̄,kʴiɛ̀,gʴiɛ̀
寘,刺,此豉,此豉,七賜,此豉,ʦʰiɛ́,ɟiɛ̀,ʦʰiɛ̀
寘,易,以豉,以豉,以豉,以豉,ʝɯ́,ɟiɛ̀,ʝiɛ̀
寘,㑥,神豉,神豉,以豉,神豉,ɮīn,ɟiɛ̀,ɮiɛ̀
寘,議,冝寄,冝寄,宜寄,宜寄,ŋʴiɛ̄,kʴiɛ̀,ŋʴiɛ̀
寘,譬,疋義,匹義,匹賜,疋議,pʰʴi̇t,ŋʴiɛ̀,pʰʴiɛ̀
寘,漬,…智,在智,疾智,在智,ʣʌ́i,tʴiɛ̀,ʣiɛ̀
寘,智,知義,智義,知義,知議,tʴiɛ̄,ŋʴiɛ̀,tʴiɛ̀
寘,倚,於義,於義,於義,於議,ʔɯʌ̄,ŋʴiɛ̀,ʔʴiɛ̀
寘,縋,馳僞,池累,馳僞,馳僞,dʴiɛ̄,ŋʴyɛ̀,dʴyɛ̀
寘,吹,尺僞,尺僞,尺僞,尺僞,cʰiȧk,ŋʴyɛ̀,cʰyɛ̀
寘,戲,羲義,羲義,香義,犧議,xʴiɛ̄,ŋʴiɛ̀,xʴiɛ̀
寘,企,去智,去智,去智,去智,kʰɯʌ́,tʴiɛ̀,kʰʴiɛ̀
寘,縊,於賜,於賜,於賜,於賜,ʔɯʌ̄,siɛ̀,ʔiɛ̀
寘,翅,施智,施智,施智,絁智,çiɛ̄,tʴiɛ̀,çiɛ̀
寘,屣,……,所寄,所寄,所寄,ʂɯʌ́,kʴiɛ̀,ʂiɛ̀
寘,餧,於僞,於僞,於僞,於僞,ʔɯʌ̄,ŋʴyɛ̀,ʔʴyɛ̀
寘,觖,窺瑞,窺瑞,窺瑞,𨶳睡,kʰyɛ̄,ɟyɛ̀,kʰyɛ̀
寘,僞,危賜,危賜,危睡,危賜,ŋʴyɛ̄,siɛ̀,ŋʴyɛ̀
寘,恚,於避,於避,於避,於避,ʔɯʌ̄,byɛ̀,ʔyɛ̀
寘,睡,是僞,是僞,是僞,是僞,ɟiɛ́,ŋʴyɛ̀,ɟyɛ̀
寘,馶,舉企,舉企,居企,舉企,kɯʌ́,kʰiɛ̀,kiɛ̀
寘,䄲,而…,而睡,而瑞,而睡,ɲɯ̄,ɟyɛ̀,ɲyɛ̀
寘,娷,／,竹恚,竹恚,竹恚,tʴu̇q,ʔyɛ̀,tʴyɛ̀
寘,諉,／,女恚,女恚,女恚,nʴɯʌ́,ʔyɛ̀,nʴyɛ̀
寘,卶,／,充豉,充豉,充豉,cʰūɴ,ɟiɛ̀,cʰiɛ̀
寘,瀡,／,思累,思累,思累,sɯ̄,lʴyɛ̀,syɛ̀
寘,瓗,／,以睡,以睡,以睡,ʝɯ́,ɟyɛ̀,ɦyɛ̀
寘,縻,／,靡寄,,靡寄,mʴiɛ́,kʴiɛ̀,mʴiɛ̀
寘,𧙁,／,爭義,爭義,爭議,ꭧɛ̄ŋ,ŋʴiɛ̀,ꭧiɛ̀
至,至,脂利,脂利,脂利,脂利,cī,lʴì,cì
至,位,……,洧冀,于愧,洧冀,ɦʴyí,kʴì,ɦʴyì
至,郿,……,美秘,明祕,羙秘,mʴí,pʴì,mʴì
至,遂,……,徐醉,徐醉,徐醉,zɯʌ̄,ʦyì,zyì
至,醉,……,將遂,將遂,將遂,ʦɯɑ̄ɴ,zyì,ʦyì
至,邃,……,雖遂,雖遂,綏遂,syī,zyì,syì
至,類,……,力遂,力遂,力遂,lʴɯ̇k,zyì,lʴyì
至,秘,……,鄙媚,兵媚,鄙郿,pʴí,mʴì,pʴì
至,匱,……,逵位,求位,逵位,gʴyī,ɦʴyì,gʴyì
至,濞,……,匹備,匹備,疋備,pʰʴi̇t,bʴì,pʰʴì
至,備,……,平秘,平祕,平秘,bʴiāŋ,pʴì,bʴì
至,愧,……,軌位,俱位,䡄位,kʴyí,ɦʴyì,kʴyì
至,帥,……,所類,所類,所類,ʂɯʌ́,lʴyì,ʂyì
至,喟,……,丘愧,丘愧,丘愧,kʰū,kʴyì,kʰʴyì
至,豷,……,許僞,許位,許位,xɯʌ́,ɦʴyì,xʴyì
至,嗜,……,常利,常利,常利,ɟɯɑ̄ɴ,lʴì,ɟì
至,利,……,力至,力至,力至,lʴɯ̇k,cì,lʴì
至,膩,……,女利,女利,女利,nʴɯʌ́,lʴì,nʴì
至,劓,……,魚噐,魚器,魚噐,ŋɯʌ̄,kʰʴì,ŋʴì
至,屁,……,疋鼻,匹寐,疋鼻,pʰʴi̇t,byì,pʰyì
至,致,……,陟利,陟利,陟利,tʴɯ̇k,lʴì,tʴì
至,弃,……,詰利,詰利,詰利,kʰi̇t,lʴì,kʰì
至,寐,……,蜜二,彌二,蜜二,myi̇t,ɲì,myì
至,緻,……,直利,直利,直利,dʴɯ̇k,lʴì,dʴì
至,杘,……,丑利,丑利,丑利,tʰʴú,lʴì,tʰʴì
至,冀,……,几利,几利,几利,kʴí,lʴì,kʴì
至,臮,……,具噐,其冀,懼噐,guɔ̀,kʰʴì,gʴì
至,悸,……,其季,其季,其季,gɯ̄,kyì,gyì
至,翠,……,七醉,七醉,七醉,ʦʰi̇t,ʦyì,ʦʰyì
至,二,……,而至,而至,而至,ɲɯ̄,cì,ɲì
至,恣,……,資四,資四,咨四,ʦī,sì,ʦì
至,次,……,七四,七四,七四,ʦʰi̇t,sì,ʦʰì
至,懿,……,乙利,乙兾,乙利,ʔʴi̇t,lʴì,ʔʴì
至,四,……,息利,息利,息利,sɯ̇k,lʴì,sì
至,噐,……,去冀,去冀,去冀,kʰɯʌ́,kʴì,kʰʴì
至,季,……,癸悸,居悸,癸悸,kyí,gyì,kyì
至,鼻,……,毗四,毗至,毗四,byī,sì,byì
至,䁤,……,許鼻,香季,許鼻,xɯʌ́,byì,xì
至,痺,……,必至,必至,必至,pyi̇t,cì,pyì
至,萃,……,疾酔,秦醉,疾醉,ʣi̇t,ʦyì,ʣyì
至,地,……,徒四,徒四,徒四,dɔ̄,sì,dì
至,齂,……,許噐,虚器,許噐,xɯʌ́,kʰʴì,xʴì
至,𨽹,……,羊至,羊至,陽至,ʝɯɑ̄ɴ,cì,ʝì
至,示,……,神至,神至,神至,ɮīn,cì,ɮì
至,自,……,疾二,疾二,疾二,ʣi̇t,ɲì,ʣì
至,墜,……,直類,直類,直類,dʴɯ̇k,lʴyì,dʴyì
至,出,……,尺類,尺類,尺類,cʰiȧk,lʴyì,cʰyì
至,轛,……,追顇,追萃,追萃,tʴyī,ʣyì,tʴyì
至,遺,……,以醉,以醉,以醉,ʝɯ́,ʦyì,ʝyì
至,𢣘,／,／,／,／,／,／,ɦyì
至,侐,……,火季,火季,火季,xʷɑ́,kyì,xyì
至,屍,／,矢利,矢利,矢利,çí,lʴì,çì
至,痓,／,充至,充自,充至,cʰūɴ,cʰì,cʰì
至,㿷,／,楚類,楚愧,楚類,ꭧʰɯʌ́,lʴyì,ꭧʰyì
志,志,之利,之吏,職吏,之利,cɯ̄,lʴì,cɯ̀
志,值,……,直吏,直吏,直吏,dʴɯ̇k,lʴɯ̀,dʴɯ̀
志,寺,……,辝吏,祥吏,詞吏,zɯ̄,lʴɯ̀,zɯ̀
志,蚝,……,七吏,七吏,七吏,ʦʰi̇t,lʴɯ̀,ʦʰɯ̀
志,笥,……,相吏,相吏,相吏,sɯɑ̄ɴ,lʴɯ̀,sɯ̀
志,試,……,式吏,式吏,識吏,çɯ̇k,lʴɯ̀,çɯ̀
志,胾,……,側吏,側吏,稄吏,ꭧɯ̇k,lʴɯ̀,ꭧɯ̀
志,吏,……,力置,力置,力置,lʴɯ̇k,tʴɯ̀,lʴɯ̀
志,字,……,疾置,疾置,疾置,ʣi̇t,tʴɯ̀,ʣɯ̀
志,眙,……,丑吏,丑吏,丑吏,tʰʴú,lʴɯ̀,tʰʴɯ̀
志,餌,……,仍吏,仍吏,仍吏,ɲɯ̄ŋ,lʴɯ̀,ɲɯ̀
志,駛,……,所吏,踈吏,所吏,ʂɯʌ́,lʴɯ̀,ʂɯ̀
志,廁,……,初吏,初吏,初吏,ꭧʰɯʌ̄,lʴɯ̀,ꭧʰɯ̀
志,異,……,餘吏,羊吏,余吏,ʝɯʌ̄,lʴɯ̀,ʝɯ̀
志,䔬,……,焉記,羊吏,焉記,ʔʴiɛ̄n,kɯ̀,ʔʴɯ̀
志,置,……,陟吏,陟吏,陟吏,tʴɯ̇k,lʴɯ̀,tʴɯ̀
志,事,……,鋤吏,鉏吏,鋤吏,ꭦɯʌ̄,lʴɯ̀,ꭦɯ̀
志,侍,……,時吏,時吏,時吏,ɟɯ̄,lʴɯ̀,ɟɯ̀
志,忌,……,渠記,渠記,渠記,gɯʌ̄,kɯ̀,gɯ̀
志,熾,……,尺志,昌志,尺志,cʰiȧk,cɯ̀,cʰɯ̀
志,意,……,於記,於記,於記,ʔɯʌ̄,kɯ̀,ʔɯ̀
志,記,……,居吏,居吏,居吏,kɯʌ̄,lʴɯ̀,kɯ̀
志,亟,……,去吏,去吏,去吏,kʰɯʌ́,lʴɯ̀,kʰɯ̀
志,憙,……,虚記,許記,虚記,xɯʌ̄,kɯ̀,xɯ̀
志,䰯,……,魚記,魚記,魚記,ŋɯʌ̄,kɯ̀,ŋɯ̀
未,未,無沸,無沸,無沸,無沸,muɔ̄,pùi,mùi
未,貴,……,居謂,居胃,居謂,kɯʌ̄,ɦùi,kùi
未,謂,……,云貴,于貴,雲貴,ɦūn,kùi,ɦùi
未,魏,……,魚貴,魚貴,魚貴,ŋɯʌ̄,kùi,ŋùi
未,沸,……,府謂,方味,甫謂,puɔ́,ɦùi,pùi
未,費,……,芳味,芳未,芳未,pʰuɑ̄ɴ,mùi,pʰùi
未,𥽂,……,丘畏,丘畏,丘慰,kʰū,ʔùi,kʰùi
未,慰,……,於謂,於胃,於謂,ʔɯʌ̄,ɦùi,ʔùi
未,諱,……,許貴,許貴,許貴,xɯʌ́,kùi,xùi
未,𮂮,……,扶沸,扶沸,扶沸,buɔ̄,pùi,bùi
未,旣,……,居未,居豙,居未,kɯʌ̄,mùi,kɯ̀i
未,毅,……,魚既,魚旣,魚旣,ŋɯʌ̄,kɯ̀i,ŋɯ̀i
未,氣,……,去旣,去旣,去旣,kʰɯʌ́,kɯ̀i,kʰɯ̀i
未,欷,……,許旣,許旣,許旣,xɯʌ́,kɯ̀i,xɯ̀i
未,衣,／,於既,於旣,於旣,ʔɯʌ̄,kɯ̀i,ʔɯ̀i
御,御,魚𢴃,魚據,牛倨,魚據,ŋɯʌ̄,kɯʌ̀,ŋɯʌ̀
御,慮,……,力據,良倨,力據,lʴɯ̇k,kɯʌ̀,lʴɯʌ̀
御,據,……,居御,居御,居御,kɯʌ̄,ŋɯʌ̀,kɯʌ̀
御,覰,……,七慮,七慮,七慮,ʦʰi̇t,lʴɯʌ̀,ʦʰɯʌ̀
御,㰦,……,却㩀,丘倨,却據,kʰɯɑ̇q,kɯʌ̀,kʰɯʌ̀
御,署,……,常㩀,常恕,常據,ɟɯɑ̄ɴ,kɯʌ̀,ɟɯʌ̀
御,恕,……,式㩀,商署,識據,çɯ̇k,kɯʌ̀,çɯʌ̀
御,著,……,張慮,陟慮,張慮,tʴɯɑ̄ɴ,lʴɯʌ̀,tʴɯʌ̀
御,䬡,……,之㩀,章恕,之據,cɯ̄,kɯʌ̀,cɯʌ̀
御,䟽,……,所㩀,所去,所據,ʂɯʌ́,kɯʌ̀,ʂɯʌ̀
御,飫,……,於㩀,依倨,於據,ʔɯʌ̄,kɯʌ̀,ʔɯʌ̀
御,筯,……,直㩀,遟倨,直據,dʴɯ̇k,kɯʌ̀,dʴɯʌ̀
御,遽,……,渠據,其渠,渠據,gɯʌ̄,kɯʌ̀,gɯʌ̀
御,絮,……,息據,息據,息據,sɯ̇k,kɯʌ̀,sɯʌ̀
御,助,……,鋤據,牀據,鋤據,ꭦɯʌ̄,kɯʌ̀,ꭦɯʌ̀
御,怚,……,子據,將預,子據,ʦɯ́,kɯʌ̀,ʦɯʌ̀
御,詛,……,側據,莊助,稄據,ꭧɯ̇k,kɯʌ̀,ꭧɯʌ̀
御,洳,……,而據,人恕,而據,ɲɯ̄,kɯʌ̀,ɲɯʌ̀
御,豫,……,余據,羊洳,余據,ʝɯʌ̄,kɯʌ̀,ʝɯʌ̀
御,嘘,……,虚㩀,許御,虚據,xɯʌ̄,kɯʌ̀,xɯʌ̀
御,女,……,娘舉,尼據,孃據,nʴɯɑ̄ɴ,kɯʌ́,nʴɯʌ̀
御,處,／,杵去,昌據,杵㰦,cʰɯʌ́,kʰɯʌ̀,cʰɯʌ̀
御,楚,／,初據,瘡據,初據,ꭧʰɯʌ̄,kɯʌ̀,ꭧʰɯʌ̀
御,悇,／,勑慮,抽據,勑慮,tʰʴɯ̇k,lʴɯʌ̀,tʰʴɯʌ̀
遇,遇,𮓥樹,虞樹,牛具,虞樹,ŋuɔ̄,ɟuɔ̀,ŋuɔ̀
遇,嫗,……,紆遇,衣遇,䊸遇,ʔuɔ̄,ŋuɔ̀,ʔuɔ̀
遇,樹,……,殊遇,常句,銖遇,ɟuɔ̄,ŋuɔ̀,ɟuɔ̀
遇,住,……,持遇,持遇,治遇,dʴɯ̄,ŋuɔ̀,dʴuɔ̀
遇,附,……,符遇,符遇,扶遇,buɔ̄,ŋuɔ̀,buɔ̀
遇,注,……,之戍,之戍,之戍,cɯ̄,çuɔ̀,cuɔ̀
遇,屨,……,俱遇,九遇,拘遇,kuɔ̄,ŋuɔ̀,kuɔ̀
遇,煦,……,香句,香句,香屨,xɯɑ̄ɴ,kuɔ̀,xuɔ̀
遇,戍,……,傷遇,傷遇,商遇,çɯɑ̄ɴ,ŋuɔ̀,çuɔ̀
遇,裕,……,羊𡦗,羊戍,陽𡦗,ʝɯɑ̄ɴ,ɲuɔ̀,ʝuɔ̀
遇,𡦗,……,而遇,而遇,而遇,ɲɯ̄,ŋuɔ̀,ɲuɔ̀
遇,赴,……,撫遇,芳遇,撫遇,pʰuɔ́,ŋuɔ̀,pʰuɔ̀
遇,務,……,武遇,亡遇,武遇,muɔ́,ŋuɔ̀,muɔ̀
遇,緅,……,子句,子句,子屨,ʦɯ́,kuɔ̀,ʦuɔ̀
遇,懼,……,其遇,其遇,其遇,gɯ̄,ŋuɔ̀,guɔ̀
遇,芋,……,羽遇,王遇,羽遇,ɦuɔ́,ŋuɔ̀,ɦuɔ̀
遇,屢,……,李遇,良遇,里遇,lʴɯ́,ŋuɔ̀,lʴuɔ̀
遇,𡒍,……,才句,才句,裁屨,ʣʌ̄i,kuɔ̀,ʣuɔ̀
遇,捒,……,色句,色句,色屨,ʂɯ̇k,kuɔ̀,ʂuɔ̀
遇,付,……,府遇,方遇,甫遇,puɔ́,ŋuɔ̀,puɔ̀
遇,娶,……,七句,七句,七屨,ʦʰi̇t,kuɔ̀,ʦʰuɔ̀
遇,註,……,中句,中句,中屨,tʴūɴ,kuɔ̀,tʴuɔ̀
遇,驅,……,𬻻遇,區遇,匡遇,kʰuɑ̄ɴ,ŋuɔ̀,kʰuɔ̀
遇,菆,……,蒭注,芻注,芻注,ꭧʰuɔ̄,cuɔ̀,ꭧʰuɔ̀
遇,足,……,即具,子句,即懼,ʦɯ̇k,guɔ̀,ʦuɔ̀
遇,尠,／,思句,思句,思屨,sɯ̄,kuɔ̀,suɔ̀
暮,暮,莫故,莫故,莫故,莫顧,mɑ̇q,qɔ̀,mɔ̀
暮,渡,……,徒故,徒故,徒顧,dɔ̄,qɔ̀,dɔ̀
暮,路,……,洛故,洛故,落顧,lɑ̇q,qɔ̀,lɔ̀
暮,妬,……,當故,當故,當顧,tɑ̄ɴ,qɔ̀,tɔ̀
暮,菟,……,湯故,湯故,湯顧,tʰɑ̄ɴ,qɔ̀,tʰɔ̀
暮,顧,……,古暮,古暮,古暮,qɔ́,mɔ̀,qɔ̀
暮,誤,……,吾故,五故,吾顧,ɴɔ̄,qɔ̀,ɴɔ̀
暮,護,……,胡故,胡誤,胡顧,ʁɔ̄,qɔ̀,ʁɔ̀
暮,𧦡,……,蘇故,桑故,蘇顧,sɔ̄,qɔ̀,sɔ̀
暮,祚,……,昨故,昨誤,昨顧,ʣɑ̇q,qɔ̀,ʣɔ̀
暮,笯,……,乃故,乃故,乃顧,nʌ́i,qɔ̀,nɔ̀
暮,布,……,博故,博故,博顧,pɑ̇q,qɔ̀,pɔ̀
暮,汙,……,烏故,烏路,烏顧,ʔɔ̄,qɔ̀,ʔɔ̀
暮,怖,……,普故,普故,普顧,pʰɔ́,qɔ̀,pʰɔ̀
